id,date_flown,route,traveller_type,author,date_of_review,overall_rating,aircraft,cabin_flown,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,seat_comfort,value_for_money,wifi_and_connectivity,review_verified,review_title,review_text
133,September 2021,Mexico to Barcelona via Dubai,Couple Leisure,Anup Venugopal,13th September 2021,1,na,na,na,1,na,na,Economy Class,1,na,Not Verified,do not have a transit visa at Barcelona," I have been a skywards member with Emirates since 2012. But recently, when I took my pregnant wife to board the Emirates flight from Mexico City to Dubai with a stopover at Barcelona, they inform me that I cannot travel since I do not have a transit visa at Barcelona and it is mandatory to disembark at Barcelona. This was not the case earlier. Emirates Mexico team was sitting on this information for 2 months and have never updated to a passenger. They have my email id, contact number and still they don't bring up this requirement. My wife was travelling to India for delivery and everything was planned. Lack of information sharing by Emirates has brought so much of discomfort to me and my wife. Really bad from emirates."
134,July 2021,Cape Town to Kyiv via Dubai,Couple Leisure,T Marenko,11th September 2021,1,na,na,na,na,na,na,Economy Class,1,na,Trip Verified,did not make a full refund," Emirates canceled tickets and did not propose anything on how to fly and did not make a full refund! If you use Emirates, you can stay without a ticket and without money. I had two tickets for this flight on 13 July. On 4 July, I was informed that Emirates had canceled the flight. I contacted Emirates customer services and asked about any alternative flight, and they answered that they could not do it. They proposed later flights on 16 July, but it was impossible for us because we had visas valid until 14 July. I told him about it. So, they suggested requesting a refund, I did it, but they refunded a small percentage of ticket costs. I had two two-way tickets that cost 800 USD each. They refunded 188 USD for one and 250 USD for another for one-way tickets. Then I knew that Emirates for such a canceled flight suggested Turkish airlines, but the customer service did not suggest this option for me.  I am very disappointed that Emirates canceled the flight and did not suggest how to fly from departure to the final destination. Besides, they refunded not the full amount of one-way ticket costs. I wrote feedback-complaint several times to Emirates, and they answered that the flights had been canceled according to the OAE government and could not help me. "
135,August 2021,Houston to Bishkek via Dubai,Family Leisure,N Zaid,3rd September 2021,1,na,5,1,1,4,3,Economy Class,3,5,Trip Verified,25 hours sitting in the airport," First and hugest disappointment and shock happened when I opened application to add some information and found out that my family's return tickets were changed 10 days ago without notifying any of my family members by email, or text, or call. We got according to new tickets, that we had to stay in Dubai almost 3 days for connecting flight!!!! And I discovered it by chance! When I called to agent to fix this problem, she told me that I have to pay $1,000 extra because they do not have same class tickets, while it was not my choice to change travel dates. I had to go in person to ticketing agent to solve the problem with return tickets dates to be able to come back to work in time after vocation.  The ticketing agent said, that to be able to return on that date I will have to stay in Dubai 25 hours while on initial reservation it was 17 hours. I asked about a complimentary hotel and she tried but failed to book it in the system , and offered to do it later. On my way back to the USA in Dubai Emirates desk refused to give us free hotel and we had to spend 25 hours sitting in the airport. "
136,August 2021,Beirut to Dallas Ft Worth via Dubai,Family Leisure,K Farzour,23rd August 2021,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,never use this airline again," The worst airline that I've ever used on every aspect. On my inbound trip from DFW to Beirut, they cancel my trip from Dubai to Beirut and booked me on a different trip with very long connection time. The refused to give me a hotel even though, they changed my flight. They keep many seats open and they don't allow anyone to use them but on the other hand, passengers are packed in some section of the plane. It is great way to spread COVID 19!. I will never use this airline again."
137,August 2021,Delhi to Nairobi via Dubai,Family Leisure,Isaac Nyabera,16th August 2021,1,na,5,3,1,4,2,Economy Class,2,3,Not Verified,Super disappointed," Was travelling to Nairobi after undergoing treatment, at Indira Gandhi International Airport we get to the check-in and the people there are so rude. They shout at you to do this and do that. The customer service from Emirates in that Airport is terrible to say the least. Anyway we get there and the guy checking us in tells us our booking is unavailable, that we need to leave the line - no explanation no nothing! We came to learn later that UAE had a new fly rule regarding long layovers for passengers from India. Now I don't know if they knew that but an apology would have been considerate regardless. We did pay over $1500 dollars for that ticket after all. Mind you we even had the e-ticket from Emirates with the confirmation and everything. Honestly I get much better customer service riding an Uber at 1/hundredth of the cost. Super disappointed. "
138,August 2021,Tunisia to Bahrain via Dubai,Family Leisure,Sondess Omar,14th August 2021,2,na,3,2,1,3,1,Economy Class,1,3,Trip Verified,a very bad experience," A big scam! For a family of five with a little child with us, spending nine hours at the airport was really a very bad experience. I booked my flight in April and I chose a three-hour connection for the august 13 trip from Tunisia to Bahrain. The eve of the flight, I found out that the flight has changed and the connection had been extended from three to nine hours. I spend more than one hour running with my kids and suitcases from one connection desk to another trying to get a lounge to spend the night but in vain. No one at the airport knew what they were doing. I finally went to the only hotel in the airport and to my surprise, we had to pay more than 3000UAE dirhams to stay overnight! Did I ask for my trip to be suddenly changed? Did I ask for my connection to be extended? Did the company notify me and provide me with a hotel room to spend the night with my kids? Who did you fly in the 2 am flight that we initially booked and paid for?"
139,August 2021,Dubai to Cairo,Family Leisure,Nader Abadeer,12th August 2021,1,A380,1,1,1,1,3,Economy Class,1,1,Not Verified,such bad attitude and service," We booked as a family our annual leave to our home country on 1st July, and they provided A380 where it was fully booked the boarding process took them long time leaving passengers in the middle of nowhere even families with small kids like our family we were suffering without any help from anyone of the airline. During airport procedures I was injured with a small finger cut so once we are in the air after switching off seat belts sign I pinched the attendant button, and for 40 min no one came, to the limit I went to attendants place to request band aid. I have a boy and a girl where one got served with kids food and the other not for 30 min till I stood up again and requested for the food, and the answer I was provided that “sorry the oven is broke”. I had to take the same airline traveling back to Dubai for some work and I hoped to have a different experience, once I approached the check in counter I was informed that the flight is delayed with 105 min, and the flight took off  Delayed more with 150 min.  I wrote to customer service to compensate such loss who took them 2 days to reply my complain explaining how they are aiming for best customer service and trying to be number 1 and by the end they told me nothing and no compensation. I still have 2 flights already booked with them and really this will be the last time I will think flying with such bad attitude and service."
140,August 2021,Beirut to Dallas via Dubai,Family Leisure,M Makeda,11th August 2021,1,na,1,1,1,2,2,Economy Class,1,2,Trip Verified,I had a horrible experience, I've been flying Qatar airways all the times and this is the first time I use Emirates. I had a horrible experience. The food is really bad and the service is terrible. The staff are not helpful at all. Many seats are empty but they don't allow anyone to use them. They kept them empty the entire flight which was 16 hours. I will never use Emirates again.
141,August 2021,Los Angeles to Tehran via Dubai,Couple Leisure,Babak Laalinia,11th August 2021,4,A380,3,3,1,4,4,Economy Class,3,1,Not Verified,my last trip by Emirates," We had 3 hours delay in Los Angeles and when we arrived in Dubai our next flight were gone so we had to have 14 hours transit time in Dubai, but because we are green card holders the air line didn't send us to any hotel out side the airport and even they didn't send us to any hotel in the airport which was really unacceptable! Although they even didn't have any regret for such happening. That was my last trip by Emirates."
142,July 2021,Chicago to Cairo via Dubai,Family Leisure,L Yasseem,8th August 2021,5,na,5,3,1,4,4,Economy Class,3,4,Trip Verified,approved child seat was not allowed," Cabin crew were amazing, the flight from ORD to Dubai was great, the airplane was spotless, food was average, or below average but the economy seats and entertainment were above average. The flight from Dubai to Cairo was almost at equal standing, bathrooms were dirty most of the time though, the main problem that will prohibit me from recommending this airline to anyone is the experiences that I had with their ground crews in Chicago and in Dubai. Counter check-in and package drop off process overall with Emirates were the least efficient out there between the other lines that were checking in at the same time, needless to say that I spent almost 45-60 mins to finalize this step while the whole infamous TSA passport control process took less than 15 mins from start to finish on that busy day. When I finally made it to the check-in counter and I presented my Emirates compliant (not country-specific, Emirates ask for more than that) PCR test, they questioned whether or not I meet the time requirement simply because they compared the sample collection date and time in (CST) with the final destination departure time which was in Dubai local time without accounting for the time difference, after explaining that she took the test and disappeared for 10 mins before returning with the stamp of approval. Right after that she printed our 3 boarding passes for the trip to Dubai and beyond and asked to place our two carry-ons and two backpacks containing our personal items (our laptops, tablets, snacks, medicine, toys, and a change of cloth for our 4-year-old toddler) she stated that they will all be treated as carry-ons and that we were only allowed to bring two of them on board, and that if we don’t we will need to pay $200.00 in extra fees, or we can take our backpacks and check-in our carry-ons, she explained that this carry-ons restriction were a company policy imposed due to Covid, what does Covid has to do with the carry-ons and personal items allowance policy? I never had this experience ever with any other airline including my previous flights thru Emirates & Etihad, no one ever considered my laptop carrying bag as a carryon it was always listed as a personal item which I was allowed to bring on board to stow underneath my seat, I was in a state of shock and I told her that those carry-ons contained items with rechargeable batteries but that didn’t seem to sway her mind, I was in no position to argue at that point and took as much as I could from those rechargeable items form those carry-ons stuffing it into our backpacks just to follow my own safety protocols, on flight I saw many passengers boarding the airplane with their carry-ons and backpacks, and I highly doubt that they paid the $200 they wanted us to pay at the counter! Finally, the point where I completely snapped asking to see the supervisor on-site is when she-alongside another colleague of hers stated that my toddler' aviation approved child seat was not allowed inside the cabin and then they tried to charge me for an extra fourth seat claiming that to bring this on-board I’ll have to pay for an extra seat! I was like my child is 4 years old, we paid for his seat ticket of which we will place this child's seat! nothing changed their mind until the supervisor came, and I told her that we have three tickets for all 3 passengers, and she agreed with our point of view. Filed a complaint with their customer service to get a generic response."
143,July 2021,Dubai to Milan,Business,H Mallegani,1st August 2021,10,Boeing 777 300 ER,5,1,4,4,3,Economy Class,4,3,Trip Verified,a very pleasant flight," I have been traveling with Emirates for over a decade and I would like to drop you my comments on my last flight from Dubai to Milan. Really it was a very pleasant flight, very good cabin crew- really professional, attentive and made the flight very comfortable. "
144,July 2021,Dubai to Amman,Solo Leisure,Taysir Ahmad,27th July 2021,2,na,1,1,1,1,3,Economy Class,2,1,Trip Verified,"the food was not tasty at all, it was very cold","First of all, on the return flight, the staff delayed opening the gate, then I found my confirmed seat was busy with another passenger, so they were changing my seat without talking to another passenger. Second, I asked for water 3-4 times, then they provided me with a cup of water, not a bottle of water. (It's strange to have this in corona time). Third: the food was not tasty at all, it was very cold. Fourth, they announce that the internet is free to use, but in reality, it needs the passenger to pay money to have it. (And hosts not supported any passenger to get free internet). Fifth, they start collecting the headset 20 minutes before the flight ending so you couldn't keep watching the movie. Sixth, There was a shortage of covers and they were not available on the plane."
145,July 2021,Orlando to Cairo via Dubai,Family Leisure,S Elnegro,11th July 2021,1,na,na,na,1,na,na,Economy Class,1,na,Not Verified,customer service is absolutely atrocious," Their customer service is absolutely atrocious. Their website is not updated and they do not take responsibility for lacking to keep the passengers up to date with Covid travel requirements. I booked my flight two months in advance and checked the Emirates website daily in preparation for it. I am fully vaccinated but still needed a negative covid result, no problem, I got it done. When I got to the airport they said the covid result needs to be stamped. Turns out, all labs in the USA are FDA regulated and do not stamp their results for authorization. The only place that does so is inside the airport, by appointment and costs $175. I learned all of this as I was checking in for my flight. So there is obviously no time to make it and I had to miss my flight. Normally, airlines take responsibility for this and accommodate the passenger by rebooking them free of charge. Not Emirates, their reservations/customer service first said that the next flight is 11 days out, and then gave me no choice but to pay another $2000 to book a seat. I've never experienced anything like this with any airline. They are usually accommodating and not money hungry."
146,June 2021,Toronto to Dubai,Solo Leisure,AJ John,5th July 2021,5,Boeing 777,3,4,4,4,3,Economy Class,2,2,Trip Verified,"Please provide what you promise, Emirates"," I am writing this review for my dad who flew Economy from Toronto to Dubai last Saturday. He booked Emirates hoping that they provide what they promise during this pandemic (safe flights, hygienic, booking half the flight's capacity, etc) but my dad had a horrible experience. The flight was fully booked which was quite bothersome at a time when everyone around the world are practising social distancing, the faucets in both the lavatories in his proximity were overflowing and I was told that the crew had been wearing the same masks throughout the 13-14 hour flight. This is an epitome of how Emirates treats its non-premium class as the ""cattle-class"" and that basic hygiene and comfort don't really matter for those who decide to fly at a lower rate. Really ashamed at Emirates for the inequality that they show. During these unprecedented times, they must take into account the passenger's health and safety rather than looking at profits. Please provide what you promise, Emirates. Your advertisements with the cabins being sanitized and having fully vaccinated crew (who knows?) really are just for attraction, aren't they? Do what you preach to begin with."
147,July 2020,San Francisco to Delhi via Dubai,Family Leisure,Akshay Singh,27th June 2021,3,na,3,3,1,3,3,Economy Class,3,3,Not Verified,experience of flying Emirates was awful," San Francisco to Delhi via Dubai. Boarding from San Francisco was easy , only restriction to have weight of carry on needs to exact 8 kg or less than 8 kg. Our carry on bag was scaled for weight and allowed in to fly from SFO. We landed in Dubai and checked in again to start boarding. We were stopped to measure the carry on bag weight. The staff in Dubai was extreme rude , ill-mannered and disrespectful to deny the fact that the same carry on bag was allowed from origination point. Dubai staff did not allow the carry on bag with same weight. We were forced to take out almonds bag of 2 lbs and trash it which were carrying for my parents in Dubai. Our experience of flying Emirates was awful. Ba careful while flying with Emirates , they have different standards for passengers in USA and Dubai."
148,June 2021,Chicago to Sialkot via Dubai,Business,Kalim Rubbani,27th June 2021,2,Boeing 777-300ER,na,na,na,na,na,Economy Class,1,na,Trip Verified,very rude and unsupportive," Their customer service lady was rude and once I ask her to slow down to help me walk through and understand my itinerary, she got mad and told me to contact the travel agent. I simply asked to transfer the call to someone up the chain so that I can ask my question but she refused. I would not recommend travel with this airline and waste your money. Please stay away from them as their customer service folks are very rude and unsupportive."
149,May 2021,Dubai to Nairobi,Couple Leisure,N Keyaga,5th June 2021,8,Boeing 777-300R,5,4,4,4,4,Economy Class,4,3,Trip Verified,excellent service they extended to us," I would like to commend the crew for excellent service they extended to us. Super patience and extended personalised service to my Girl Friend who was allergic to spicy food. When I informed staff about her, they  went beyond our expectation and offered non spicy meal that was onboard. However it took time for him to heat the food but eventually the meal was delivered and personally I was wowed by that excellent service extended to myself and my girlfriend."
150,April 2021,San Francisco to Tel Aviv via Dubai,Business, M Yalter,27th May 2021,1,na,1,1,1,1,1,Economy Class,1,1,Trip Verified,whole experience has been a nightmare, Booked a flight to Israel because I was told by the staff at Emirates it was good to travel and all I need was a PCR and Ministry of health document. But I actually needed 3 documents so I wasn’t allowed in Dubai .. they only asked for two documents at SFO to board the flight. They gave me a refund due to they inconvenience but took it back when I tried to fly back from Dubai to SFO for some odd reason. They said I was supposed to call and rebook the flight to go from Dubai to SfFO which I did and now they’re saying they can’t find that phone call  and they tell me just submit a complaint form. This whole experience has been a nightmare.
151,May 2021,San Francisco to Kabul via Dubai,Family Leisure,Enayat Shekib,26th May 2021,1,Boeing 777-300ER,2,2,1,1,1,Economy Class,2,1,Trip Verified,Shame on you Emirates, Shame on you Emirates for creating such a chaos with Dubai connect Hotel. My wife and children ticket were confirmed for Hotel and they were told that boarding pass is sufficient for the hotel but the staff at the Dubai airport are asking for a voucher for the hotel. My friends on the same flight go the hotel but my wife is currently at terminal 3 wondering what to do and this is their first time traveling without me. I was not expecting this from you Emirates.
152,April 2021,Dubai to Cairo,Family Leisure,Loay Osman,13th May 2021,10,A380,5,4,5,4,5,Business Class,4,3,Trip Verified,service on board was excellent,"First time to travel after almost a year and half due to pandemic, was a little bit nervous but everything went smooth. Chauffeur service was punctual on time, Business class lounge at both DXB and CAI were spacious and clean, of course services has been adjusted due to pandemic. Check in was friendly and keeping social distancing, service on board was excellent, crew were always available and very friendly on both flights and always engaging. Luckily flight was half empty on outbound and almost empty on the return back to DXB. Traveling with my elderly mother during pandemic was made easy and smooth thanks to Emirates."
153,April 2021,Toronto to Bengaluru via Dubai,Solo Leisure,Adityatrilok Muralidharan,3rd May 2021,10,Boeing 777,5,5,5,5,5,Economy Class,5,5,Trip Verified,cooperated to change at no cost," Although I entered the aircraft with no expectations, I was enticed by Emirates' charming interiors and choice of color. The flight attendants are hard working folks and heeded to all requests. I changed my flight tickets 3 times due to the pandemic and Emirates always cooperated to change at no cost. The overall flying experience was a pleasure."
154,April 2021,Kochi to Dubai,Family Leisure,Anish Mathew ,15th April 2021,2,na,1,1,1,na,1,Business Class,1,na,Not Verified,Utterly discontented with the service and staff," Extremely disappointed with the meals served. After paying a large amount and flying in business class, they tell me that they did not have any non veg food left. All they have is some vegetarian curry and the remaining food is over. It was unbelievable that a flight such as Emirates would give such poor treatment to its loyal customers. Please do not consider travelling by business class, it really doesn't make a difference. They will say they have No food to give and just to save their face, they brought me coffee and drinks from first class. Utterly discontented with the service and staff."
155,March 2021,Islamabad to Dubai,Solo Leisure,S Keene,25th March 2021,1,Boeing 777,2,1,1,1,1,Economy Class,1,na,Trip Verified,no availability to upgrade with points," Before purchasing the ticket i read that flexible tickets are upgradable with points. However having the ticket in hand, as a frequent flyer, I am told that there is no availability to upgrade with points; only a payable upgrade is offered. After contacting the airline, they confirm that only payable upgrades are available. With the current policy of Emirates there is no need to become a frequent flyer with Emirates as they offer nothing to a passenger who has enough points to upgrade."
156,March 2021,Dubai to Houston,Couple Leisure,Meredith Allen,24th March 2021,3,na,2,1,1,4,1,Business Class,2,3,Not Verified,There is no service left on this airline," Flight turbulence, both ways, was terrible. The food was horribly over seasoned, the highlight being the champagne. All of that was still quite manageable. The flight back was the real fail. We picked this aircraft specifically for safety and spacing during COVID. They switched the flight the night before and left us in a bulkhead middle seat, surrounded by coughing strangers. They had an entirely empty first class section available, which they wouldn’t let us pay for or upgrade to for the flight. While speaking with customer service they were equally unhelpful. There is no service left on this airline, especially in a time where rebuilding travel and customer safety/comfort is so important. Avoid Emirates- the hype is not delivered upon!"
157,March 2021,Dubai to Chicago,Couple Leisure,Clint Allen ,24th March 2021,3,Boeing 737-300,1,1,4,4,2,Business Class,1,4,Trip Verified,all kinds of Covid infractions are happening,Emirates switched our airplane with absolutely no notice to any passengers. Entire business class cabin is furious as moved from 2-2-2 new seats airplane to old 2-3-2 configuration where families and couples have been split up and all kinds of Covid infractions are happening. Crew says this 'happens all the time and people are always mad'. Probably a dodgy cost save that puts people at risk. Far from the ritzy commercials you see this is a second rate business class experience at best. Try and book elsewhere.
158,February 2021,Amsterdam to Dubai,Family Leisure,K Martin,23rd March 2021,5,Boeing 777,4,3,1,3,3,Economy Class,3,3,Trip Verified,This is not a premium airline anymore,"This is not a premium airline anymore. The days of Emirates being a premium airline are long gone. By now their planes are old, seats and Inflight entertainment systems are broken. On the way up to Dubai 2 out of three seats has sound only in 1 ear. And one seat could not stay in position. The touch screen did not work. On the way back 1 seat and 1 sound system did not work out of three. They charge heavily for wifi and they charge significantly for a seat in front. At a rate where other airlines offer premium economy, Emirates just let you sit a couple of seats in front. European and US carriers by now have closed the gap and surpassed Emirates offering better wifi, premium economy and more innovative entertainment systems (Delta lets you watch from your own iPad). KLM flies this route with brand new 787's. But where an airline should make the real difference, Emirates fails even harder. Service. They get stuck in organizational bureaucracy. Emirates call centre gave you the wrong information? Your problem. That issue cost 200 euros? Your problem. The manager says no. Can I speak to that manager? No. Self-service check-in doesn't work? Your problem. Go stand in another line of self-service machines. Still doesn't work? Your problem. Go stand in the back of the line at the classic check-in counter (after spending 30 mins waiting for machines that don't work)? Can't check you in before you do a covid fast test. Go to a very badly signed fast test area. Everybody there is already checked in? Being around the self check-in Machines gives you a true to life Ryanair experience, but Ryanair actually does a better job. People with issues all over. And this is covid times, with a lot less traffic. I wonder what happens when it becomes busier."
159,February 2021,Dubai to Toronto,Business,M Kartiros,19th February 2021,2,na,3,2,3,3,1,Economy Class,2,3,Trip Verified,This airline is a rip off," I had the worst experience. I paid for business class special, on the day of my departure as I was checking in my luggage, I was told my passport has a hold on for an unpaid fine, I needed to go see immigration. Having 1hr 25min left, immigration advised me it was a police hold, I was to leave the airport and go to the police station near palm Jamaeria, this meant I was missing my flight, that I just updated by paying 4K cnd on top of my original ticket extra. I arrive to the police station I was not told what the issue was for but that it was resolved i still do not know why My passport was on hold. I called the Emirates to book my new flight business flight that I paid extra for, this all happen on a Wednesday they had a flight leaving everyday to Toronto direct, but the only way I could get my business seat was if I updated it to a business flex, they would not honor this seat I paid for already, saying there is none available, They booked me in an economy class as I’m sitting on the plane right now with Extra business seats available I sit in economy. This airline is a rip off, they have the worst customer service, and all they care about is how to squeeze your money out of there customer, I recommend if you plan to take business class, don’t cancel that flight because your new flight will not be business, you will half to upgrade the seat you already paid for or go first class, be prepared to pay more money. I’m sitting in Economy, when I already for my business class seat."
160,December 2020,Cairo to Dubai,Couple Leisure,Salma Sharfeldin,16th February 2021,2,na,5,3,1,3,5,Economy Class,1,1,Trip Verified,very disappointed with Emirates," Emirates lost our bag and refuse to be held liable. 7 weeks ago me and my husband boarded a direct flight from Cairo to Dubai and our bag didn't arrive that had most of our essential and valuable items, we were staying for a month. We filed a report at the airport before leaving and we were told that someone will get back to us and that we should check the bag status with a reference number. We contacted them over 20 times through phone calls/emails requesting at least a deadline to know that our luggage is officially lost so we can re-purchase the lost items. On every occasion they promised that someone would get back to us directly, of course no one ever did! Thinking emails might work but we only got vague replies stating that its still under tracing and asked us to fill a form with the value of all items in our bag and someone will get back to us with either our luggage or to compensate us, but that never happened. 49 DAYS LATER, we finally decided to file an official complaint on their website to which they responded that our bag arrived Dubai airport. Hence, they don't accept liability for it getting lost. I am very disappointed with Emirates."
161,December 2020,Dubai to Houston,Couple Leisure,V Manjarres,15th February 2021,2,Boeing 777-200,1,3,1,3,2,Economy Class,1,na,Trip Verified,It was a scary flight under the pandemic,"It was a scary flight under the pandemic, flight attendants couldn't keep control of certain passengers that kept taking off their masks. Also, we had an incident where a flight attendant was blocking seats for another passenger and would not let us sit in the last row of economy to allow a young lady sleep the long 17 hour flight, and my wife was asked to change seats also to accommodate another young lady. It was reported to the supervisor and head of stewardess, it was not a good experience. Deplaning was disorderly, I have experienced how carriers do disembarking by rows and requesting passengers not to get up until their row is called, in this flight everyone was just pushing to get out, like there was no pandemic. Reported to Emirate, but it seems they did not take the complaint seriously."
162,January 2021,Dubai to London,Business,Ralph Jones,31st January 2021,8,A380,5,3,3,na,5,Business Class,5,na,Trip Verified,full service back on offer," Business class was quiet with around only 20 people on board and two passengers in first class. Their product onboard still excels with many areas of a full service back on offer. The main meal is a single full tray service which for me is fine. All meals are covered by plastic lids which is a slight annoyance as there is no where to put these or they fall on the surrounding areas. But we can live with this. Drinks service was constant. I visited the onboard lounge/bar which is elegant. My only continued gripe about EK business product is that their main course meals are lacklustre, look like economy meals on a china plate and do not do the rest of the product justice. Next time perhaps I will order two starters which are always superb on EK including their signature mixed mezza."
163,January 2021,London to Durban via Dubai,Business,Marc-Edouard Rivalland,13th January 2021,1,A380 / Boeing 777,1,na,3,na,1,Business Class,3,5,Not Verified,Don't fly Emirates in Covid times," The A380 was superb, but on the Boeing 777 this company had sold the middle seats in business class which meant I was less than 6 inches away from the next customer. When I asked why they were risking my life in this way, the reply was that it was not mandatory not to sell the middle seat. What a shocker! Unless someone forces them, they will place you in danger in pursuit of profit. Don't fly Emirates in Covid times."
164,December 2020,Perth to Begaluru via Dubai,Solo Leisure,Sushma Daniels,1st December 2020,10,na,5,5,5,5,5,Economy Class,5,5,Not Verified,Emirates staff were exceptional," I recently had to cancel a flight due to Covid restrictions in Australia. Emirates staff were exceptional throughout the whole process of booking and cancellation. I'd like to say a big thank you to Emirates and their staff for their professionalism, for continuing to be customer focussed through this awful pandemic and for their prompt service. I'd definitely recommend Emirates!"
165,November 2020,Dubai to New York,Solo Leisure,A Alhilou,23rd November 2020,10,Boeing 777-300ER,5,5,4,5,5,First Class,5,4,Trip Verified,Couldn't fault this flight," One of the best flights of my life! Despite the F lounges in DXB remain closed, the whole experience was spectacular. The Game  seat is arguably the best.Loved every aspect of it. Lovely to see how the normal services have resumed since the 1st of November. The catering was excellent and the head purser, Archana, along with the fabulous Song Ying and Marisa looked after us really well - well done. Couldn't fault this flight and 14 hours flew by. "
166,October 2020,London to Dar es Salaam via Dubai,Business,Paul Mercer,26th October 2020,10,A380,na,na,na,na,na,Economy Class,5,na,Trip Verified,Emirates response has been exemplary," I have been bought to fly to Dar es Salaam via Dubai but the connection flight was cancelled. Emirates contacted me and was very apologetic – offering a change to the subsequent day. Unfortunately, I had to be in Tanzania on that day and so it is not convenient. Emirates then  offered either to keep the ticket open, for me to book again over the next two years or receive a full refund. I opted for the refund and within two days the full amount had been credited back to my credit card. Over the past few months, I have had to cancel a number of flights and have battled with airlines to get refunds. It is often been difficult even to speak to the airlines and on one occasion I have obtained a refund through my credit card company. Emirates response has been exemplary – they were proactive, pleasant and acted immediately and it is one which other airlines should follow if they are going to stand any chance of restoring their fortunes. I have frequently used Emirates in the past and would not hesitate to do so again in the future."
167,April 2020,Delhi to Washington DC via Dubai,Family Leisure,Abhinav Seth,12th October 2020,1,na,na,na,na,na,na,Economy Class,1,na,Not Verified,the contact center is useless," I booked a ticket for my mother from New Delhi to Washington DC for April 2020. The flight got cancelled due to the pandemic and we were told that we could get the full refund. After paying more than $1,200, we received a refund after 90 days of around $560. We have called Emirates multiple times but the contact center is useless."
168,March 2020,Bologna to Tokyo via Dubai,Solo Leisure,Massimiliano Bertagna,9th October 2020,2,na,5,3,1,3,3,Economy Class,1,3,Not Verified,we will never never fly Emirates again," On my return flight from Tokyo to Bologna 13th of March in full Covid alarm, my brother and l arrived at the airport 6 hrs earlier with boarding passes as we had done our check in online. When checkin counter opened we were told that our flight from Dubai to Bologna was cancelled and therefore we could not board the Tokyo Bologna flight. Apart from the fact that there was a flight to Rome and that they did not protect us on that, fully booked (we found out that some passengers flight to Venice was advised a few days earlier to go to the airport and that they would flight to Rome instead as the Venice flight was cancelled as well. We were left at the airport at Midnight, no phone nr to call the next day, no hotel voucher nothing. After this experience we will never never fly Emirates again. "
169,September 2020,Cebu to Paris via Dubai,Solo Leisure,J Macheda,21st September 2020,1,na,na,na,na,na,na,Economy Class,1,na,Trip Verified,Horrible service, It is the second time emirates cancel my flight 2 days before departure. The 2nd time that I paid a hotel booking as well as train tickets that I wont use. I also paid PCR test as we are required to have one 72h before flying and then they cancel the flight. They even tell us no compensation because its not their fault. Horrible service.
170,September 2020,Chicago to Dushanbe via Dubai,Couple Leisure,S Jones,15th September 2020,1,na,na,na,na,na,na,Economy Class,1,na,Not Verified,still wound up an extra $300 out of pocket," I will never book with Emirates again.  We booked flights to leave Chicago on 17th, connect in Dubai on the 18th, and arrive Dushanbe on 19th. They changed the initial flight to leave Chicago on 18th and land in Dubai on 19th, but they didn't change our connecting flight which still left Dubai on the 18th, one day after arrival in Dubai. We caught this mistake of theirs by accident, there was no word from them whatsoever. When we tried to resolve it they said they couldn't do anything about it, basically we were stuck and they're ""sorry"", that was it. My husband was able to find a flight that would fix it and called them back, they still said they couldn't fix it until he said he was on their website looking at a flight that could. Finally they fixed it, but we still wound up paying an extra $300 out of pocket for their mistake."
171,January 2020,Brisbane to London via Dubai,Solo Leisure,Dugald McDougall,12th July 2020,10,na,na,na,na,na,na,Business Class,5,na,Not Verified,greatly appreciate his contribution,I rang Emirates Customer Service yesterday to ask them for some flexibility on the return leg of a flight from Brisbane. My mother has been in Australia since January and was due to return in a couple of weeks. Whilst some things regarding Covid 19 are returning to a new normality - my mother is in her 90s and as such is in a particularly vulnerable group. The customer service representative was amazingly understanding and sympathetic. He changed things to enable an open return (with no penalty) and completely understood the need for her only to return when things return to a much more normal situation. I had expected to have to argue my case but the agent was so understanding. He went way beyond what I expected and couldn’t have been more helpful. A credit to his company who I hope greatly appreciate his contribution.
